titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Consultant JAVA J/2EE (Senior) - Casablanca,VISION BUSINESS CONSULTING,Casablanca-Mohammedia,"['EJB ', ' GIT ', ' HIBERNATE ', ' J2EE ', ' JAVA ', ' JDBC ', ' JENKINS ', ' JSP ', ' MAVEN ', ' SPRING ', ' SQL ', ' STRUTS ', ' TOMCAT ', ' WEBLOGIC ', ' XML ', ' XSLT']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,13.01.2025,https://www.emploi.ma/offre-emploi-maroc/consultant-java-j2ee-senior-casablanca-8731637
Comptable Fournisseurs - Casablanca - Ain Sebaa,SAINT GOBAIN MAROC,Casablanca-Mohammedia,"['Comptabilité ', ' Comptabilité Générale ', ' Finance ', ' Gestion']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,13.01.2025,https://www.emploi.ma/offre-emploi-maroc/comptable-fournisseurs-casablanca-ain-sebaa-8731304
Technicien de Bâtiment 2D/3D  - Beni Mellal- Fkih Ben Salah,OH ARCHITECTURE,Béni Mellal-Khénifra,['BTP'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,13.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-batiment-2d3d-beni-mellal-fkih-ben-salah-8717901
Enseignant D´Espagnol - Permanent ou Vacataire - Casablanca,CALLIOPE,Casablanca-Mohammedia,['Enseignement'],Bac+4,Expérience entre 2 ans et 5 ans,CDI & Temps partiel,13.01.2025,https://www.emploi.ma/offre-emploi-maroc/enseignant-espagnol-permanent-vacataire-7628482
Enseignant D´Allemand (Permanent ou Vacataire),CALLIOPE,Casablanca-Mohammedia,"['Enseignement ', ' Formation']",Bac+4,Expérience entre 2 ans et 5 ans,CDI & Temps partiel,13.01.2025,https://www.emploi.ma/offre-emploi-maroc/enseignant-allemand-permanent-vacataire-7628489
Technicien Electricien Maintenance Bâtiments - Casablanca,TECTRA,Casablanca-Mohammedia,"['Maintenance ', ' Maintenance Préventive ', ' Production ', ' Qualité']",Bac+2,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,13.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-electricien-maintenance-batiments-casablanca-8731149
Technicien de Maintenance Industrielle - Casablanca,TECTRA,Casablanca-Mohammedia,"['FANUC ', ' Maintenance ', ' Maintenance Industrielle ', ' Manipulation ', ' Production ', ' Qualité ', ' Usinage']",Bac+2,Expérience entre 5 ans et 10 ans,CDI,13.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-industrielle-casablanca-8731147
Chargé(e) Moyens Généraux  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Achats ', ' Gestion des Contrats']",Bac+4,Expérience entre 2 ans et 5 ans,Intérim,13.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-moyens-generaux-casablanca-8728804
Comptable Confirmé  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/comptable-confirme-casablanca-8718760
Chauffeur Livreur - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Entretien ', ' Livraison ', ' Manutention']","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/chauffeur-livreur-casablanca-8718792
Commercial H/F Terrain  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Commercialisation ', ' Prospection ', ' Suivi Commercial ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-hf-terrain-casablanca-8718812
Un(e) Assistant(e) Comptable - Settat,TECTRA,Settat,"['Comptabilité ', ' Finance ', ' Gestion ', ' Rapprochement Bancaire']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-comptable-settat-8718817
Assistant(e) en Equipement et Matériel  - Settat,TECTRA,Settat,"['Expédition ', ' Gestion des Stocks ', ' Stocks']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-equipement-materiel-settat-8718835
Gestionnaire Facturation - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['Comptabilité ', ' Facturation ', ' Gestion']",Bac+2 & Bac+3,Débutant < 2 ans,CDI & CDD,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-facturation-casablanca-8718952
Techniciens d’Études - Rabat,N/A,Rabat-Salé-Kénitra,['Dimensionnement'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans,CDI,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/techniciens-etudes-rabat-8719209
Gestionnaire de Production Automobile / Assurances - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['Devis ', ' Négociation ', ' Vente']",Bac+2 & Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-production-automobile-assurances-casablanca-8719363
Assistante Administrative  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Assistanat ', ' Secrétariat']",Bac+3,Expérience entre 2 ans et 5 ans,Intérim,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-casablanca-8719405
Ingénieur de Contrôle et Suivi des Travaux  - Tanger,N/A,Tanger-Tétouan-Al Hoceïma,"['Assistanat ', ' Secrétariat']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/ingenieur-controle-suivi-travaux-tanger-8719511
Chargée d´Accueil - Standardiste - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Accueil Physique ', ' Assistanat ', ' Documentation ', ' Secrétariat']",Bac+2 & Bac+3,Débutant < 2 ans,Intérim,11.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-accueil-standardiste-casablanca-8719520
Chef de Ligne de Production - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Maintenance ', ' Normes de Qualité ', ' Production ', ' Production Industrielle ', ' Qualité']",Bac+3 & Bac+4,Expérience entre 2 ans et 5 ans,CDI & Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/chef-ligne-production-casablanca-8728648
Surveillant Internat  - El Jadida,GROUPE TECTRA,Casablanca-Mohammedia,"['Animation ', ' Formation ', ' Surveillance ', ' Transport']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/surveillant-internat-el-jadida-8728639
Technico-Commercial dans le Domaine Carrelage Sanitaire - Casablanca,AMIR CARREAUX,Casablanca-Mohammedia,"['Communication ', ' Comptabilité ', ' Finance ', ' Gestion ', ' Organisation Administrative ', ' Suivi Commercial']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/technico-commercial-domaine-carrelage-sanitaire-casablanca-8728586
Prescripteur Chantier - Casablanca,AMIR CARREAUX,Casablanca-Mohammedia,"['Communication ', ' Négociation ', ' Prospection ', ' Stratégie Client ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/prescripteur-chantier-casablanca-8728578
Commercial Sédentaire en Produits Métallurgiques  - Casablanca,NOVOMET,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Gestion Commerciale ', ' SAGE ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-sedentaire-produits-metallurgiques-casablanca-8728534
Commercial Terrain en Produits Métallurgiques  - Casablanca,NOVOMET,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Gestion Commerciale ', ' SAGE ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-terrain-produits-metallurgiques-casablanca-8728523
Surveillant Internat  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Animation ', ' Formation ', ' Surveillance ', ' Transport']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/surveillant-internat-casablanca-8728457
Gestionnaire de Stocks  - Rabat,CAISSE MANAGER,Rabat-Salé-Kénitra,"['Achats ', ' Comptabilité ', ' Finance ', ' Gestion ', ' Gestion des Stocks ', ' Restauration ', ' Tourisme']",Bac,Débutant < 2 ans,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-stocks-rabat-8728258
Enseignant(e)/Délégué(e) Pédagogique Terrain  - Lâayoune,CALLIOPE,Laâyoune,"['Développement Commercial ', ' Enseignement ', ' Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/enseignantedeleguee-pedagogique-terrain-laayoune-8728143
Ingénieur(e) D’Etudes en Génie Civil / Mobilité  - Rabat,N/A,Rabat-Salé-Kénitra,['Dimensionnement'],Bac+5 et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/ingenieure-etudes-genie-civil-mobilite-rabat-8728126
Dessinateur Bureau d´Etudes/Construction Métallique - Ain Harrouda,TECTRA,Casablanca-Mohammedia,"['AUTOCAD ', ' Construction ', ' Construction Métallique']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/dessinateur-bureau-etudesconstruction-metallique-ain-harrouda-8728001
Réceptionniste - Fès,TECTRA FÈS,Fès,"['AUTOCAD ', ' Construction ', ' Construction Métallique']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/receptionniste-fes-8727974
Virtual Bookkeeper (English Speaker),N/A,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion']",Bac+3,Expérience entre 5 ans et 10 ans,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/virtual-bookkeeper-english-speaker-8358217
Technicien Réseau  - Casablanca,CAISSE MANAGER,Casablanca-Mohammedia,"['Dépannage ', ' Sécurité ', ' Vente ', ' VPN ', ' WAN']",Bac+2,Débutant < 2 ans,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-reseau-casablanca-8716564
Aide Comptable  - Agadir,CAISSE MANAGER,Agadir,"['Assistanat ', ' Comptabilité ', ' Dossiers ', ' Écritures Comptables ', ' Finance ', ' Formation ', ' Gestion ', ' Gestion des Immobilisations ', ' WORD']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/aide-comptable-agadir-8716809
"Représentant Commercial et Pédagogique Terrain -Secteur de L’Éducation - Agadir, Laâyoune",CALLIOPE,Agadir & Laâyoune,"['Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/representant-commercial-pedagogique-terrain-secteur-education-agadir-laayoune
Responsable Réseaux Sociaux (Community Manager)  - Casablanca,CALLIOPE,Casablanca-Mohammedia,"['Communication ', ' Communication Digitale ', ' Communication Marketing ', ' Marketing']",Bac+3 & Bac+4,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-reseaux-sociaux-community-manager-casablanca-8717288
Représentant Commercial Terrain - Secteur de L’Éducation - Casablanca,CALLIOPE,Casablanca-Mohammedia,"['Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/representant-commercial-terrain-secteur-education-casablanca-8717376
Assistante Administrative - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Assistanat ', ' Secrétariat']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-casablanca-8717436
HR Coordinateur Mauritanien(ienne) - Nouakchott,FASQ HOTEL,Casablanca-Mohammedia & International,"['Assistanat ', ' Secrétariat']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/hr-coordinateur-mauritanienienne-nouakchott-8717757
Chaudronnier - Tizert -Igherm,TECTRA,Agadir,['BTP'],"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/chaudronnier-tizert-igherm-8717775
Aide Technicien Frigoriste - Casablanca,TECTRA,Casablanca-Mohammedia,['Génie Climatique'],Bac+2,Débutant < 2 ans,Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/aide-technicien-frigoriste-casablanca-8717784
Vendeuse Caissière - Casablanca,ENI,Casablanca-Mohammedia,"['Achats ', ' Communication ', ' Marketing ', ' Vente']","Bac, Bac+1 & Bac+2",Expérience entre 2 ans et 5 ans,Intérim,10.01.2025,https://www.emploi.ma/offre-emploi-maroc/vendeuse-caissiere-casablanca-8718111
Commercial(e) en Energies Renouvelables - Casablanca,ENI,Casablanca-Mohammedia,"['Maintenance ', ' Production ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/commerciale-energies-renouvelables-casablanca-8727203
Assistante Administrative et Financière - Casablanca,ENI,Casablanca-Mohammedia,"['Comptabilité ', ' Documents Administratifs ', ' Facturation ', ' Finance ', ' Formation ', ' Gestion ', ' Gestion des Prêts ', ' Suivi Administratif']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-financiere-casablanca-8727195
Chef d´Equipe SAV (Maintenance des Imprimantes) - Casablanca,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Documents Administratifs ', ' Facturation ', ' Finance ', ' Formation ', ' Gestion ', ' Gestion des Prêts ', ' Suivi Administratif']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/chef-equipe-sav-maintenance-imprimantes-casablanca-8726885
Commercial B to B dans le Secteur Informatique - Casablanca,N/A,Casablanca-Mohammedia,"['CRM ', ' Négociation ', ' Stratégie Commerciale ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-b-b-secteur-informatique-casablanca-8726714
Community Manager - Rabat,N/A,Rabat-Salé-Kénitra,"['Communication ', ' Communication Digitale ', ' Community Management ', ' Facebook Ads ', ' Marketing ', ' Publicité ', ' Stratégie de Communication']","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/community-manager-rabat-8726729
Chargé(e) D´Admissions H/F - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,"['Communication ', ' Communication Marketing ', ' Marketing ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-admissions-hf-casablanca-8475322
Technicien Réseau  - Rabat,CAISSE MANAGER,Rabat-Salé-Kénitra,"['Dépannage ', ' Sécurité ', ' Vente ', ' VPN ', ' WAN']",Bac+2,Débutant < 2 ans,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-reseau-rabat-8726272
Facility manager  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Achats ', ' Gestion des Contrats']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,Intérim,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/facility-manager-casablanca-8726250
Chargé(e) Comptabilité et Recouvrement  - Rabat,BRICOMA,Rabat-Salé-Kénitra,"['Assistance ', ' Comptabilité ', ' Finance ', ' Formation ', ' Gestion ', ' Opérations Bancaires ', ' Réception ', ' Recouvrement']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-comptabilite-recouvrement-rabat-8726200
Assistant(e) Ressources Humaines - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,['Gestion des Ressources Humaines'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",Anapec,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-ressources-humaines-casablanca-8726173
Technicien de Maintenance  - Sala Al Jadida - Parc Technopolis Rabat,LEAR AUTOMOTIVE MOROCCO,Rabat-Salé-Kénitra,"['Automatisme ', ' Automatisme Mécanique ', ' Dessin Industriel ', ' DU ', ' Électromécanique ', ' Électronique ', ' Machines ', ' Maintenance ', ' Maintenance Industrielle ', ' Maintenance Préventive ', ' Mécanique Électronique ', ' Processus ', ' Production ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-sala-al-jadida-parc-technopolis-rabat-8726161
Technicien de Qualité  - Sala Al Jadida - Technopolis,LEAR AUTOMOTIVE MOROCCO,Rabat-Salé-Kénitra,"['Assurance Qualité ', ' DU ', ' Électromécanique ', ' Électronique ', ' Énergie ', ' Indicateurs de la Qualité ', ' Maintenance ', ' Management de la Qualité ', ' Non', 'Conformité ', ' Normes de Qualité ', ' PDCA ', ' Process ', ' Processus ', ' Production ', ' QRQC ', ' Qualité ', ' Qualité de la Production ', ' Quality']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-qualite-sala-al-jadida-technopolis-8726158
Ravitailleur - Marrakech,TECTRA,Marrakech-Safi,"['Stocks ', ' Transport']","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/ravitailleur-marrakech-8726143
Commis de Cuisine - Restauration rapide - Marrakech,CAISSE MANAGER,Marrakech-Safi,"['Cuisine ', ' Hygiène ', ' Maintenance ', ' Production ', ' Qualité ', ' Restauration ', ' Sécurité Alimentaire ', ' Tourisme']",Bac,Débutant < 2 ans,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/commis-cuisine-restauration-rapide-marrakech-8726136
Vendeuse - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Négociation ', ' Techniques de Vente ', ' Tourisme ', ' Vente']",Bac+2 & Bac+3,Débutant < 2 ans et plus,"CDI, CDD & Intérim",09.01.2025,https://www.emploi.ma/offre-emploi-maroc/vendeuse-marrakech-8725546
Comptable  - Rabat - Casablanca,SALAM GAZ,Casablanca-Mohammedia & Rabat-Salé-Kénitra,"['Comptabilité ', ' Fiscalité ', ' Gestion']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,09.01.2025,https://www.emploi.ma/offre-emploi-maroc/comptable-rabat-casablanca-8719072
Ravitailleurs  - Aéroport Agadir,TECTRA,Agadir,"['Achats ', ' Gestion des Stocks ', ' Maintenance ', ' Production ', ' Qualité ', ' Stocks ', ' Transport']","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,08.01.2025,https://www.emploi.ma/offre-emploi-maroc/ravitailleurs-aeroport-agadir-8725514
Magasinier  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,['Transport'],Bac+2,Expérience entre 2 ans et 5 ans,Intérim,08.01.2025,https://www.emploi.ma/offre-emploi-maroc/magasinier-casablanca-8725491
Assistante Administrative  - Bouskoura,GROUPE TECTRA,Casablanca-Mohammedia,"['Accueil Physique ', ' Assistanat ', ' Dossiers ', ' Gestion Administrative ', ' Gestion des Dossiers ', ' Secrétariat']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,08.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-bouskoura-8725394
